ProjID,Market,DeliveryDate,YearBuilt,Submarket,AgeAtDelivery,SeasonOfDelivery,SubmarketCompetition,RentAtDelivery,AvgOcc_3Mo_PostDelivery,Cluster,tSNE1,tSNE2
53304,"Austin-Round Rock, TX",2015-05-01,2015,Round Rock/Georgetown,0,Spring,3,1080.0,0.3096666666666667,2.0,0.95536053,19.10297
53307,"Austin-Round Rock, TX",2017-01-01,2017,Round Rock/Georgetown,0,Winter,3,1155.0,0.29333333333333333,0.0,-20.747284,-4.0691576
53330,"Austin-Round Rock, TX",2015-02-01,2015,Southwest Austin,0,Winter,2,1210.0,0.30666666666666664,0.0,-20.345375,-3.233658
53642,"Austin-Round Rock, TX",2014-07-01,2015,Round Rock/Georgetown,-1,Summer,1,1139.0,0.21666666666666665,1.0,22.300184,1.5505376
53644,"Austin-Round Rock, TX",2015-06-01,2015,Round Rock/Georgetown,0,Summer,3,1109.0,0.576,1.0,15.990016,-0.2803161
53648,"Austin-Round Rock, TX",2014-12-01,2014,Far South Austin,0,Winter,1,1309.0,0.519,0.0,-18.30317,-2.844591
53652,"Austin-Round Rock, TX",2014-05-01,2014,Near North Austin,0,Spring,2,1390.0,0.15566666666666665,2.0,-0.16141587,21.601336
53901,"Austin-Round Rock, TX",2015-08-01,2016,East Austin,-1,Summer,2,1857.0,0.10866666666666668,1.0,24.863317,0.5703367
54780,"Austin-Round Rock, TX",2016-12-01,2017,South Austin,-1,Winter,2,1555.0,0.355,0.0,-23.803968,-2.4175928
55187,"Austin-Round Rock, TX",2016-09-01,2017,Southwest Austin,-1,Fall,4,1381.0,0.11,3.0,1.5295181,-24.482527
55211,"Austin-Round Rock, TX",2015-04-01,2015,Round Rock/Georgetown,0,Spring,3,1113.0,0.13999999999999999,2.0,1.4682257,20.539818
56174,"Austin-Round Rock, TX",2016-06-01,2017,East Austin,-1,Summer,2,2133.0,0.036,1.0,25.342499,0.6745285
56313,"Austin-Round Rock, TX",2015-12-01,2017,East Austin,-2,Winter,2,1941.0,0.0,0.0,-25.603863,-3.3340857
56838,"Austin-Round Rock, TX",2016-08-01,2016,Southwest Austin,0,Summer,4,1684.0,0.3666666666666667,1.0,20.44867,-4.286094
57043,"Austin-Round Rock, TX",2017-12-01,2018,Round Rock/Georgetown,-1,Winter,3,1341.0,0.05266666666666667,0.0,-23.991514,-3.8481414
57105,"Austin-Round Rock, TX",2015-08-01,2015,Pflugerville/Wells Branch,0,Summer,1,1262.0,0.6393333333333334,1.0,16.843964,0.8012655
57279,"Austin-Round Rock, TX",2016-05-01,2017,Pflugerville/Wells Branch,-1,Spring,0,1039.0,0.158,2.0,0.21693239,25.34317
58032,"Austin-Round Rock, TX",2017-07-01,2018,Round Rock/Georgetown,-1,Summer,4,1442.0,0.15266666666666664,1.0,23.833809,-1.9325227
58357,"Austin-Round Rock, TX",2016-04-01,2016,Downtown/University,0,Spring,3,1825.0,0.15666666666666665,2.0,-0.7778345,20.43209
58950,"Austin-Round Rock, TX",2010-09-01,2010,Round Rock/Georgetown,0,Fall,1,973.0,0.6960000000000001,3.0,-3.607504,-26.731108
59175,"Austin-Round Rock, TX",2017-11-01,2018,North Central Austin,-1,Fall,1,1651.0,0.22666666666666666,3.0,-0.8651445,-21.487595
59700,"Austin-Round Rock, TX",2016-08-01,2017,Southwest Austin,-1,Summer,4,1549.0,0.262,1.0,23.377153,-2.128397
59808,"Austin-Round Rock, TX",2015-08-01,2015,North Central Austin,0,Summer,1,1477.0,0.7896666666666666,1.0,16.813839,1.2298231
60618,"Austin-Round Rock, TX",2015-11-01,2016,Southwest Austin,-1,Fall,1,1449.0,0.06233333333333333,3.0,-1.0378982,-22.21467
62303,"Austin-Round Rock, TX",2009-03-01,2008,Southeast Austin,1,Spring,1,846.0,0.7903333333333333,2.0,-3.8664985,16.754467
64183,"Austin-Round Rock, TX",2017-04-01,2017,Riverside,0,Spring,1,1436.0,0.10833333333333334,2.0,-1.4426259,22.588821
64775,"Austin-Round Rock, TX",2018-02-01,2018,Cedar Park,0,Winter,2,1534.0,0.15466666666666665,0.0,-21.46737,-2.3472164
64806,"Austin-Round Rock, TX",2017-10-01,2018,East Austin,-1,Fall,2,2091.0,0.08066666666666666,3.0,0.89975184,-21.345629
65404,"Austin-Round Rock, TX",2009-11-01,2009,Round Rock/Georgetown,0,Fall,2,1084.0,0.36066666666666664,3.0,-3.2462204,-25.31641
65626,"Austin-Round Rock, TX",2017-09-01,2018,Riverside,-1,Fall,1,1769.0,0.16466666666666666,3.0,-0.40535188,-21.230122
65660,"Austin-Round Rock, TX",2017-04-01,2018,Far West Austin,-1,Spring,0,1481.0,0.15033333333333335,2.0,0.5718185,25.600958
65698,"Austin-Round Rock, TX",2015-10-01,2016,Near North Austin,-1,Fall,0,1756.0,0.12166666666666666,3.0,-1.2033706,-20.892859
65886,"Austin-Round Rock, TX",2016-04-01,2016,Downtown/University,0,Spring,3,3158.0,0.0,2.0,0.17696701,12.531929
66015,"Austin-Round Rock, TX",2014-07-01,2014,San Marcos,0,Summer,0,1007.0,0.8083333333333332,1.0,16.538544,1.5126197
66089,"Austin-Round Rock, TX",2018-01-01,2018,East Austin,0,Winter,2,2067.0,0.085,0.0,-22.05986,-0.42355645
66090,"Austin-Round Rock, TX",2016-07-01,2016,Southeast Austin,0,Summer,1,1456.0,0.21633333333333335,1.0,17.429745,-2.9894226
66159,"Austin-Round Rock, TX",2017-04-01,2017,Northwest Austin,0,Spring,3,1491.0,0.3056666666666667,2.0,0.001740016,19.911053
66166,"Austin-Round Rock, TX",2016-10-01,2017,Round Rock/Georgetown,-1,Fall,1,1109.0,0.6893333333333334,3.0,-2.4077654,-26.684687
66282,"Austin-Round Rock, TX",2016-09-01,2017,Cedar Park,-1,Fall,4,1436.0,0.10466666666666667,3.0,1.6256989,-24.305775
66304,"Austin-Round Rock, TX",2016-04-01,2016,Cedar Park,0,Spring,4,1086.0,0.26766666666666666,2.0,1.7784941,18.785826
69751,"Austin-Round Rock, TX",2016-02-01,2016,San Marcos,0,Winter,2,1235.0,0.7953333333333333,0.0,-16.828337,-2.6474597
70346,"Austin-Round Rock, TX",2020-03-01,2021,Round Rock/Georgetown,-1,Spring,2,1391.0,0.15033333333333332,2.0,1.805035,24.6621
70636,"Austin-Round Rock, TX",2020-04-01,2021,East Austin,-1,Spring,3,1347.0,0.052333333333333336,2.0,2.3536098,24.111225
70684,"Austin-Round Rock, TX",2018-03-01,2018,Far South Austin,0,Spring,3,1158.0,0.3423333333333334,2.0,0.69776845,18.904736
70690,"Austin-Round Rock, TX",2017-07-01,2017,Southeast Austin,0,Summer,1,1312.0,0.2973333333333334,1.0,16.99581,-2.393262
70694,"Austin-Round Rock, TX",2018-08-01,2019,East Austin,-1,Summer,2,1365.0,0.151,1.0,23.402369,0.28463218
71006,"Austin-Round Rock, TX",2016-11-01,2017,East Austin,-1,Fall,1,1669.0,0.10099999999999999,3.0,-0.54615486,-21.631857
71149,"Austin-Round Rock, TX",2018-02-01,2018,East Austin,0,Winter,3,1507.0,0.5133333333333333,0.0,-19.413626,-3.792398
71391,"Austin-Round Rock, TX",2019-02-01,2019,Near North Austin,0,Winter,1,1563.0,0.14533333333333334,0.0,-21.099281,-1.5778563
71727,"Austin-Round Rock, TX",2016-08-01,2016,San Marcos,0,Summer,3,1048.0,0.979,1.0,15.275737,1.0786285
71730,"Austin-Round Rock, TX",2016-07-01,2017,San Marcos,-1,Summer,3,1042.0,0.37633333333333335,1.0,22.471085,-1.01999
71736,"Austin-Round Rock, TX",2017-07-01,2017,Cedar Park,0,Summer,1,1302.0,0.26433333333333336,1.0,16.96862,-2.6463406
71738,"Austin-Round Rock, TX",2020-07-01,2020,Cedar Park,0,Summer,6,1355.0,0.5489999999999999,1.0,21.835407,-5.322661
71761,"Austin-Round Rock, TX",2016-09-01,2017,San Marcos,-1,Fall,2,1128.0,0.4103333333333334,3.0,-1.3126601,-25.415493
71766,"Austin-Round Rock, TX",2016-11-01,2017,Southeast Austin,-1,Fall,1,1149.0,0.14033333333333334,3.0,-1.6170646,-23.053566
71772,"Austin-Round Rock, TX",2016-07-01,2016,North Central Austin,0,Summer,0,1533.0,0.677,1.0,17.33648,1.0568728
71817,"Austin-Round Rock, TX",2018-01-01,2018,Far South Austin,0,Winter,3,1200.0,0.25733333333333336,0.0,-21.06585,-3.9720824
71821,"Austin-Round Rock, TX",2017-04-01,2017,Northwest Austin,0,Spring,3,1353.0,0.09266666666666667,2.0,1.1074518,21.040367
71824,"Austin-Round Rock, TX",2016-08-01,2017,Cedar Park,-1,Summer,4,1266.0,0.08600000000000001,1.0,24.158543,-1.887432
71860,"Austin-Round Rock, TX",2017-02-01,2017,Pflugerville/Wells Branch,0,Winter,2,1412.0,0.09366666666666668,0.0,-21.557613,-2.5368717
71883,"Austin-Round Rock, TX",2018-05-01,2018,Cedar Park,0,Spring,2,1199.0,0.11199999999999999,2.0,0.48652142,21.961508
71887,"Austin-Round Rock, TX",2017-08-01,2018,Southeast Austin,-1,Summer,1,1141.0,0.642,1.0,17.994413,1.7929631
71889,"Austin-Round Rock, TX",2017-02-01,2018,Northwest Austin,-1,Winter,3,1354.0,0.08466666666666667,0.0,-23.996881,-3.8085756
72166,"Austin-Round Rock, TX",2019-11-01,2020,Riverside,-1,Fall,2,1611.0,0.08133333333333333,3.0,0.16472842,-22.478453
75981,"Austin-Round Rock, TX",2020-08-01,2020,Pflugerville/Wells Branch,0,Summer,1,1315.0,0.051,1.0,17.023201,-3.7733116
76059,"Austin-Round Rock, TX",2017-05-01,2018,Round Rock/Georgetown,-1,Spring,3,1208.0,0.11233333333333334,2.0,2.3163443,23.964565
76064,"Austin-Round Rock, TX",2017-07-01,2018,Northwest Austin,-1,Summer,3,1352.0,0.023000000000000003,1.0,24.377262,-0.8989224
76201,"Austin-Round Rock, TX",2017-10-01,2018,Far South Austin,-1,Fall,3,1344.0,0.10666666666666667,3.0,0.6832178,-23.950367
76210,"Austin-Round Rock, TX",2017-10-01,2018,San Marcos,-1,Fall,3,1201.0,0.056333333333333326,3.0,0.5471864,-24.130138
77756,"Austin-Round Rock, TX",2017-02-01,2017,Pflugerville/Wells Branch,0,Winter,2,1168.0,0.171,0.0,-20.96573,-2.993933
79221,"Austin-Round Rock, TX",2019-07-01,2019,Riverside,0,Summer,2,2448.0,0.12566666666666668,1.0,20.461615,-2.3071823
79461,"Austin-Round Rock, TX",2019-03-01,2020,North Central Austin,-1,Spring,3,2006.0,0.04866666666666667,2.0,2.758305,24.907011
79577,"Austin-Round Rock, TX",2017-05-01,2017,San Marcos,0,Spring,3,1177.0,0.36533333333333334,2.0,0.54911155,18.704926
80662,"Austin-Round Rock, TX",2013-08-01,2014,Southwest Austin,-1,Summer,0,1552.0,0.11733333333333333,1.0,23.702871,2.4548674
81450,"Austin-Round Rock, TX",2017-08-01,2018,Round Rock/Georgetown,-1,Summer,3,1348.0,0.077,1.0,24.056751,-0.9008892
82239,"Austin-Round Rock, TX",2018-08-01,2018,Pflugerville/Wells Branch,0,Summer,2,1241.0,0.59,1.0,16.513882,0.053503796
82277,"Austin-Round Rock, TX",2018-09-01,2018,Southwest Austin,0,Fall,2,1707.0,0.1456666666666667,3.0,-3.294124,-23.867544
82292,"Austin-Round Rock, TX",2018-06-01,2019,North Central Austin,-1,Summer,2,1466.0,0.12466666666666666,1.0,23.78367,0.3323267
82302,"Austin-Round Rock, TX",2019-02-01,2019,Riverside,0,Winter,1,1773.0,0.219,0.0,-21.284037,-1.1550429
82341,"Austin-Round Rock, TX",2018-12-01,2019,North Central Austin,-1,Winter,4,1708.0,0.19166666666666665,0.0,-24.49779,-4.4046707
82343,"Austin-Round Rock, TX",2019-08-01,2019,Southwest Austin,0,Summer,3,1576.0,0.19833333333333333,1.0,19.451967,-3.6016812
82358,"Austin-Round Rock, TX",2020-07-01,2020,Riverside,0,Summer,1,2920.0,0.0,1.0,20.536566,-1.8437545
82396,"Austin-Round Rock, TX",2019-03-01,2019,Pflugerville/Wells Branch,0,Spring,1,1255.0,0.6546666666666666,2.0,-3.2086725,18.469404
82401,"Austin-Round Rock, TX",2019-11-01,2020,Northwest Austin,-1,Fall,0,1655.0,0.305,3.0,-1.671896,-20.850428
82462,"Austin-Round Rock, TX",2019-08-01,2020,East Austin,-1,Summer,0,2036.0,0.439,1.0,20.682653,1.4438905
82555,"Austin-Round Rock, TX",2017-02-01,2017,Southwest Austin,0,Winter,4,1554.0,0.16,0.0,-22.080513,-4.4122453
85403,"Austin-Round Rock, TX",2019-04-01,2019,Downtown/University,0,Spring,1,2659.0,0.2856666666666667,2.0,-0.0965882,13.637997
86185,"Austin-Round Rock, TX",2017-09-01,2017,Pflugerville/Wells Branch,0,Fall,2,1193.0,0.38000000000000006,3.0,-3.2644536,-25.308945
86194,"Austin-Round Rock, TX",2017-08-01,2018,South Austin,-1,Summer,1,1773.0,0.08900000000000001,1.0,24.58729,1.4192748
86196,"Austin-Round Rock, TX",2017-10-01,2018,San Marcos,-1,Fall,3,1257.0,0.5256666666666666,3.0,-0.7891516,-26.130606
86202,"Austin-Round Rock, TX",2018-01-01,2018,Far South Austin,0,Winter,3,1314.0,0.2703333333333333,0.0,-21.01772,-3.8201344
86203,"Austin-Round Rock, TX",2017-09-01,2017,San Marcos,0,Fall,3,1222.0,0.24633333333333332,3.0,-3.0237286,-24.841694
86205,"Austin-Round Rock, TX",2018-02-01,2018,Pflugerville/Wells Branch,0,Winter,3,1318.0,0.156,0.0,-21.633257,-3.6654248
86303,"Austin-Round Rock, TX",2018-07-01,2018,Pflugerville/Wells Branch,0,Summer,2,1330.0,0.35566666666666663,1.0,17.364689,-1.5933793
86449,"Austin-Round Rock, TX",2020-06-01,2020,Cedar Park,0,Summer,8,1510.0,0.08,1.0,22.805782,-5.136
87387,"Austin-Round Rock, TX",2020-03-01,2020,North Central Austin,0,Spring,3,1805.0,0.27133333333333337,2.0,-0.9099163,20.093973
87610,"Akron, OH",2020-03-01,2020,South Summit County,0,Spring,1,1679.0,0.30033333333333334,2.0,-2.351692,21.021084
87856,"Austin-Round Rock, TX",2008-06-01,2008,East Austin,0,Summer,3,793.0,0.618,1.0,15.516338,0.09972414
88543,"Austin-Round Rock, TX",2017-02-01,2017,North Central Austin,0,Winter,0,888.0,0.6433333333333334,0.0,-17.246893,-3.4964285
88636,"Austin-Round Rock, TX",2018-12-01,2019,East Austin,-1,Winter,1,1694.0,0.24633333333333332,0.0,-24.218569,-2.0099173
90323,"Austin-Round Rock, TX",2019-10-01,2020,Cedar Park,-1,Fall,5,1488.0,0.07933333333333333,3.0,2.240332,-24.48715
90351,"Austin-Round Rock, TX",2018-07-01,2018,San Marcos,0,Summer,1,1289.0,0.3036666666666667,1.0,16.920788,-2.3410425
90771,"Austin-Round Rock, TX",2019-06-01,2019,North Central Austin,0,Summer,3,1628.0,0.2353333333333333,1.0,19.511965,-3.6208823
90985,"Austin-Round Rock, TX",2018-03-01,2018,Southeast Austin,0,Spring,0,1332.0,0.138,2.0,-2.038311,23.596869
90988,"Austin-Round Rock, TX",2018-08-01,2019,Southwest Austin,-1,Summer,2,1622.0,0.3463333333333333,1.0,22.200552,0.08984126
91008,"Austin-Round Rock, TX",2019-01-01,2019,North Central Austin,0,Winter,3,1386.0,0.133,0.0,-21.805016,-3.5020885
91009,"Austin-Round Rock, TX",2018-02-01,2018,North Central Austin,0,Winter,2,1636.0,0.4663333333333333,0.0,-19.181562,-3.0490947
91019,"Austin-Round Rock, TX",2020-01-01,2020,North Central Austin,0,Winter,3,2554.0,0.144,0.0,-22.342978,0.774173
91020,"Austin-Round Rock, TX",2019-04-01,2019,Far West Austin,0,Spring,0,1471.0,0.507,2.0,-3.5862916,19.681974
91026,"Austin-Round Rock, TX",2018-07-01,2019,Southwest Austin,-1,Summer,3,1315.0,0.08066666666666666,1.0,23.996452,-0.9231339
91541,"Austin-Round Rock, TX",2020-04-01,2020,Far South Austin,0,Spring,1,1504.0,0.293,2.0,-2.2717092,21.055803
91636,"Austin-Round Rock, TX",2018-03-01,2019,Round Rock/Georgetown,-1,Spring,1,1553.0,0.037,2.0,1.3312209,25.315287
91974,"Austin-Round Rock, TX",2019-09-01,2020,Southwest Austin,-1,Fall,3,1661.0,0.16266666666666665,3.0,1.1353607,-23.164717
92221,"Austin-Round Rock, TX",2019-12-01,2020,Cedar Park,-1,Winter,5,1855.0,0.09000000000000001,0.0,-24.550257,-4.9352784
92308,"Akron, OH",2018-05-01,2018,Kent/Portage County,0,Spring,0,1230.0,0.5706666666666667,2.0,-3.6931968,19.24524
10087244,"Austin-Round Rock, TX",2019-12-01,2020,Cedar Park,-1,Winter,5,1382.0,0.08733333333333333,0.0,-24.208876,-4.949417
10251497,"Austin-Round Rock, TX",2018-07-01,2019,San Marcos,-1,Summer,1,1347.0,0.13133333333333333,1.0,23.222935,1.4056786
10251501,"Austin-Round Rock, TX",2018-10-01,2019,Cedar Park,-1,Fall,2,1314.0,0.2826666666666667,3.0,-0.99705905,-24.396713
10251563,"Austin-Round Rock, TX",2020-03-01,2020,East Austin,0,Spring,3,1208.0,0.459,2.0,-0.1153844,18.049181
10252087,"Austin-Round Rock, TX",2019-11-01,2020,San Marcos,-1,Fall,1,1428.0,0.124,3.0,-1.144983,-22.301346
10252089,"Austin-Round Rock, TX",2019-07-01,2020,San Marcos,-1,Summer,1,1273.0,0.244,1.0,22.346252,1.235405
10252099,"Austin-Round Rock, TX",2020-03-01,2020,North Central Austin,0,Spring,3,1366.0,0.26133333333333336,2.0,0.5377333,20.014275
10252263,"Austin-Round Rock, TX",2020-08-01,2020,Far South Austin,0,Summer,1,1514.0,0.087,1.0,17.495672,-3.669207
10252391,"Austin-Round Rock, TX",2020-07-01,2020,North Central Austin,0,Summer,3,1450.0,0.495,1.0,16.782835,-0.7566793
10253094,"Austin-Round Rock, TX",2019-05-01,2020,Round Rock/Georgetown,-1,Spring,1,1346.0,0.048999999999999995,2.0,1.1426537,25.200474
10253142,"Austin-Round Rock, TX",2020-04-01,2020,Near North Austin,0,Spring,1,1845.0,0.04533333333333334,2.0,-2.2627254,22.170198
10253290,"Austin-Round Rock, TX",2019-07-01,2019,Southwest Austin,0,Summer,3,1452.0,0.18399999999999997,1.0,19.269236,-3.5212877
10253505,"Austin-Round Rock, TX",2020-08-01,2020,Cedar Park,0,Summer,6,1432.0,0.251,1.0,22.277353,-4.956698
10253510,"Austin-Round Rock, TX",2019-12-01,2020,Southwest Austin,-1,Winter,3,1478.0,0.08966666666666667,0.0,-24.19795,-3.7073343
10253936,"Austin-Round Rock, TX",2019-12-01,2019,Near North Austin,0,Winter,1,2150.0,0.737,0.0,-17.450521,-1.4806064
10253948,"Austin-Round Rock, TX",2019-11-01,2020,Cedar Park,-1,Fall,4,1624.0,0.06633333333333334,3.0,1.9038382,-23.768496
10253991,"Austin-Round Rock, TX",2019-12-01,2019,Pflugerville/Wells Branch,0,Winter,1,1248.0,0.8653333333333334,0.0,-16.588322,-2.7134206
10253992,"Austin-Round Rock, TX",2019-07-01,2020,Southeast Austin,-1,Summer,1,1373.0,0.21366666666666667,1.0,22.677265,1.1911691
10253994,"Austin-Round Rock, TX",2020-02-01,2020,Cedar Park,0,Winter,9,1572.0,0.19233333333333333,0.0,-23.763767,-6.2169247
10254214,"Austin-Round Rock, TX",2019-06-01,2020,Round Rock/Georgetown,-1,Summer,1,1424.0,0.085,1.0,23.746504,1.537651
10254371,"Austin-Round Rock, TX",2020-08-01,2020,Cedar Park,0,Summer,6,1347.0,0.239,1.0,22.336666,-4.9658175
10255043,"Austin-Round Rock, TX",2019-04-01,2018,Cedar Park,1,Spring,2,1289.0,0.8453333333333334,2.0,-3.3294337,16.551792
10255506,"Austin-Round Rock, TX",2020-08-01,2020,Round Rock/Georgetown,0,Summer,2,1384.0,0.347,1.0,17.502186,-1.7197012
10255580,"Austin-Round Rock, TX",2019-05-01,2019,Southeast Austin,0,Spring,1,1161.0,0.604,2.0,-3.239271,18.607664
10255590,"Austin-Round Rock, TX",2019-06-01,2020,Pflugerville/Wells Branch,-1,Summer,2,1255.0,0.29633333333333334,1.0,22.45567,0.10584041
10255623,"Austin-Round Rock, TX",2020-09-01,2020,Cedar Park,0,Fall,5,1332.0,,,,
10258133,"Austin-Round Rock, TX",2020-08-01,2020,Cedar Park,0,Summer,6,1325.0,0.118,1.0,22.524834,-4.902658
10258176,"Austin-Round Rock, TX",2020-04-01,2020,Riverside,0,Spring,2,1207.0,0.68,2.0,-2.4261315,17.806604
10258733,"Akron, OH",2020-06-01,2019,South Summit County,1,Summer,1,1034.0,0.0,1.0,16.003735,-4.33216
10260384,"Austin-Round Rock, TX",2020-02-01,2020,Southeast Austin,0,Winter,1,1697.0,0.48866666666666675,0.0,-18.638433,-2.3719103
10261515,"Austin-Round Rock, TX",2020-04-01,2021,Round Rock/Georgetown,-1,Spring,2,1770.0,0.13,2.0,2.1882048,25.011272
10261718,"Austin-Round Rock, TX",2020-08-01,2020,East Austin,0,Summer,3,2056.0,0.004,1.0,20.43622,-3.1423612
10262616,"Austin-Round Rock, TX",2020-08-01,2020,San Marcos,0,Summer,0,1355.0,0.071,1.0,16.747103,-3.867575
10262644,"Austin-Round Rock, TX",2020-08-01,2020,East Austin,0,Summer,3,1778.0,0.191,1.0,19.78217,-3.5698006
10262830,"Austin-Round Rock, TX",2020-07-01,2021,Pflugerville/Wells Branch,-1,Summer,1,1305.0,0.11499999999999999,1.0,23.20196,1.6730163
10263165,"Austin-Round Rock, TX",2020-08-01,2021,Southeast Austin,-1,Summer,1,1418.0,0.145,1.0,23.376192,1.3111264
